"citizen_id","event_type","event_time"
"506","Resolution Closed","10/14/2021 11:26:40 AM"
"507","Citizen Birth","9/11/2019 8:26:40 PM"
"508","NIDA Issued","10/17/2025 7:26:40 PM"
"509","License Issued","1/31/2023 12:26:40 PM"
"510","Vehicle Purchase","2/20/2019 8:26:40 PM"
"511","Insurance Activated","10/7/2022 4:26:40 PM"
"512","Fine Issued","5/17/2021 4:26:40 PM"
"513","Payment Attempted","11/27/2024 12:26:40 PM"
"514","Accident Logged","9/26/2023 7:26:40 AM"
"515","Investigation Opened","4/2/2020 6:26:40 PM"
"516","Court Hearing","11/27/2018 12:26:40 AM"
"517","Resolution Closed","5/23/2026 8:26:40 PM"
"518","Citizen Birth","6/25/2018 7:26:40 PM"
"519","NIDA Issued","3/13/2026 6:26:40 AM"
"520","License Issued","10/9/2023 11:26:40 PM"
"521","Vehicle Purchase","6/12/2025 8:26:40 AM"
"522","Insurance Activated","1/24/2026 7:26:40 PM"
"523","Fine Issued","5/31/2019 8:26:40 PM"
"524","Payment Attempted","7/8/2020 12:26:40 AM"
"525","Accident Logged","4/2/2025 10:26:40 PM"
"526","Investigation Opened","11/23/2022 7:26:40 PM"
"527","Court Hearing","1/21/2019 1:26:40 AM"
"528","Resolution Closed","5/17/2025 7:26:40 PM"
"529","Citizen Birth","1/1/2019 12:26:40 PM"
"530","NIDA Issued","11/7/2023 2:26:40 AM"
"531","License Issued","12/31/2016 9:26:40 AM"
"532","Vehicle Purchase","8/14/2016 9:26:40 PM"
"533","Insurance Activated","7/26/2022 6:26:40 AM"
"534","Fine Issued","8/11/2017 4:26:40 AM"
"535","Payment Attempted","7/11/2019 9:26:40 PM"
"536","Accident Logged","3/2/2021 3:26:40 AM"
"537","Investigation Opened","11/17/2020 12:26:40 AM"
"538","Court Hearing","6/19/2022 12:26:40 AM"
"539","Resolution Closed","3/9/2020 10:26:40 AM"
"540","Citizen Birth","8/12/2016 5:26:40 PM"
"541","NIDA Issued","2/2/2024 10:26:40 AM"
"542","License Issued","4/27/2017 4:26:40 AM"
"543","Vehicle Purchase","12/21/2023 4:26:40 AM"
"544","Insurance Activated","5/1/2020 4:26:40 PM"
"545","Fine Issued","9/1/2022 3:26:40 AM"
"546","Payment Attempted","4/14/2018 4:26:40 AM"
"547","Accident Logged","2/10/2018 8:26:40 AM"
"548","Investigation Opened","3/8/2022 6:26:40 AM"
"549","Court Hearing","3/24/2026 7:26:40 PM"
"550","Resolution Closed","11/30/2024 6:26:40 PM"
"551","Citizen Birth","2/24/2020 10:26:40 PM"
"552","NIDA Issued","2/21/2020 5:26:40 PM"
"553","License Issued","5/17/2017 5:26:40 AM"
"554","Vehicle Purchase","5/25/2026 11:26:40 PM"
"555","Insurance Activated","4/23/2017 2:26:40 PM"
"556","Fine Issued","4/25/2017 1:26:40 PM"
"557","Payment Attempted","10/22/2017 5:26:40 PM"
"558","Accident Logged","5/24/2026 8:26:40 AM"
"559","Investigation Opened","10/18/2025 1:26:40 PM"
"560","Court Hearing","2/17/2024 3:26:40 AM"
"561","Resolution Closed","9/9/2021 3:26:40 AM"
"562","Citizen Birth","8/7/2018 10:26:40 PM"
"563","NIDA Issued","11/10/2019 12:26:40 AM"
"564","License Issued","8/21/2022 7:26:40 PM"
"565","Vehicle Purchase","5/25/2017 1:26:40 AM"
"566","Insurance Activated","4/21/2023 6:26:40 AM"
"567","Fine Issued","8/4/2018 11:26:40 PM"
"568","Payment Attempted","8/18/2016 1:26:40 PM"
"569","Accident Logged","7/20/2023 2:26:40 AM"
"570","Investigation Opened","12/18/2023 5:26:40 AM"
"571","Court Hearing","11/2/2024 3:26:40 AM"
"572","Resolution Closed","12/7/2018 5:26:40 PM"
"573","Citizen Birth","4/13/2023 8:26:40 AM"
"574","NIDA Issued","8/5/2023 4:26:40 AM"
"575","License Issued","7/4/2026 10:26:40 PM"
"576","Vehicle Purchase","2/22/2026 3:26:40 AM"
"577","Insurance Activated","6/16/2023 10:26:40 AM"
"578","Fine Issued","4/26/2025 10:26:40 PM"
"579","Payment Attempted","4/8/2020 4:26:40 AM"
"580","Accident Logged","11/20/2016 7:26:40 PM"
"581","Investigation Opened","2/16/2019 9:26:40 PM"
"582","Court Hearing","9/13/2021 5:26:40 PM"
"583","Resolution Closed","2/27/2022 12:26:40 PM"
"584","Citizen Birth","7/8/2026 9:26:40 PM"
"585","NIDA Issued","1/25/2020 4:26:40 AM"
"586","License Issued","5/19/2019 2:26:40 PM"
"587","Vehicle Purchase","12/10/2020 6:26:40 AM"
"588","Insurance Activated","2/7/2026 2:26:40 AM"
"589","Fine Issued","1/19/2022 4:26:40 AM"
"590","Payment Attempted","4/6/2025 5:26:40 PM"
"591","Accident Logged","10/16/2025 4:26:40 AM"
"592","Investigation Opened","1/29/2021 9:26:40 PM"
"593","Court Hearing","12/27/2023 6:26:40 AM"
"594","Resolution Closed","10/4/2018 12:26:40 PM"
"595","Citizen Birth","11/24/2023 7:26:40 PM"
"596","NIDA Issued","7/28/2024 6:26:40 AM"
"597","License Issued","4/22/2023 3:26:40 PM"
"598","Vehicle Purchase","9/10/2022 4:26:40 PM"
"599","Insurance Activated","2/26/2019 5:26:40 AM"
"600","Fine Issued","8/28/2024 9:26:40 PM"
"601","Payment Attempted","4/6/2026 1:26:40 PM"
"602","Accident Logged","12/20/2020 1:26:40 PM"
"603","Investigation Opened","7/1/2019 2:26:40 AM"
"604","Court Hearing","1/4/2020 4:26:40 AM"
"605","Resolution Closed","6/28/2017 12:26:40 PM"
"606","Citizen Birth","9/25/2016 9:26:40 PM"
"607","NIDA Issued","12/11/2025 1:26:40 AM"
"608","License Issued","10/24/2021 7:26:40 PM"
"609","Vehicle Purchase","5/8/2017 9:26:40 AM"
"610","Insurance Activated","10/22/2022 1:26:40 AM"
"611","Fine Issued","12/15/2025 5:26:40 AM"
"612","Payment Attempted","4/20/2024 6:26:40 AM"
"613","Accident Logged","8/7/2016 6:26:40 PM"
"614","Investigation Opened","12/1/2021 12:26:40 PM"
"615","Court Hearing","3/27/2019 12:26:40 AM"
"616","Resolution Closed","4/21/2021 1:26:40 AM"
"617","Citizen Birth","9/25/2016 5:26:40 PM"
"618","NIDA Issued","6/2/2020 2:26:40 AM"
"619","License Issued","4/3/2020 3:26:40 PM"
"620","Vehicle Purchase","8/25/2018 8:26:40 AM"
"621","Insurance Activated","12/18/2021 6:26:40 PM"
"622","Fine Issued","2/16/2017 11:26:40 PM"
"623","Payment Attempted","9/24/2020 3:26:40 PM"
"624","Accident Logged","1/1/2026 9:26:40 AM"
"625","Investigation Opened","2/27/2024 1:26:40 PM"
"626","Court Hearing","9/6/2018 3:26:40 PM"
"627","Resolution Closed","12/14/2018 12:26:40 PM"
"628","Citizen Birth","3/23/2022 12:26:40 PM"
"629","NIDA Issued","9/14/2020 9:26:40 PM"
"630","License Issued","5/12/2018 6:26:40 AM"
"631","Vehicle Purchase","8/14/2018 1:26:40 PM"
"632","Insurance Activated","12/1/2021 7:26:40 PM"
"633","Fine Issued","3/8/2023 5:26:40 PM"
"634","Payment Attempted","10/3/2021 10:26:40 PM"
"635","Accident Logged","5/28/2019 4:26:40 AM"
"636","Investigation Opened","4/8/2017 4:26:40 AM"
"637","Court Hearing","7/14/2024 12:26:40 AM"
"638","Resolution Closed","11/3/2017 9:26:40 PM"
"639","Citizen Birth","5/24/2024 1:26:40 PM"
"640","NIDA Issued","6/27/2021 2:26:40 AM"
"641","License Issued","1/13/2021 9:26:40 PM"
"642","Vehicle Purchase","6/3/2020 11:26:40 AM"
"643","Insurance Activated","1/5/2021 2:26:40 PM"
"644","Fine Issued","12/17/2020 6:26:40 AM"
"645","Payment Attempted","6/20/2024 3:26:40 PM"
"646","Accident Logged","9/13/2019 5:26:40 AM"
"647","Investigation Opened","5/22/2017 4:26:40 PM"
"648","Court Hearing","6/11/2024 5:26:40 PM"
"649","Resolution Closed","4/22/2025 12:26:40 AM"
"650","Citizen Birth","11/4/2025 11:26:40 AM"
"651","NIDA Issued","12/10/2023 5:26:40 PM"
"652","License Issued","9/16/2023 8:26:40 AM"
"653","Vehicle Purchase","7/12/2017 6:26:40 PM"
"654","Insurance Activated","1/19/2021 11:26:40 PM"
"655","Fine Issued","8/21/2016 10:26:40 AM"
"656","Payment Attempted","12/18/2019 2:26:40 PM"
"657","Accident Logged","11/19/2016 7:26:40 PM"
"658","Investigation Opened","1/12/2021 1:26:40 AM"
"659","Court Hearing","8/13/2024 7:26:40 PM"
"660","Resolution Closed","5/24/2026 7:26:40 PM"
"661","Citizen Birth","6/23/2025 12:26:40 AM"
"662","NIDA Issued","5/22/2024 9:26:40 AM"
"663","License Issued","5/1/2021 2:26:40 PM"
"664","Vehicle Purchase","10/31/2023 8:26:40 PM"
"665","Insurance Activated","11/29/2024 3:26:40 AM"
"666","Fine Issued","1/15/2023 12:26:40 PM"
"667","Payment Attempted","1/16/2019 6:26:40 PM"
"668","Accident Logged","7/29/2016 10:26:40 AM"
"669","Investigation Opened","9/20/2024 7:26:40 PM"
"670","Court Hearing","7/11/2026 10:26:40 AM"
"671","Resolution Closed","4/11/2024 4:26:40 AM"
"672","Citizen Birth","3/27/2025 3:26:40 AM"
"673","NIDA Issued","9/16/2025 10:26:40 AM"
"674","License Issued","8/14/2024 12:26:40 AM"
"675","Vehicle Purchase","2/28/2025 11:26:40 AM"
"676","Insurance Activated","12/2/2021 7:26:40 PM"
"677","Fine Issued","12/7/2022 8:26:40 PM"
"678","Payment Attempted","6/9/2018 11:26:40 AM"
"679","Accident Logged","5/15/2022 1:26:40 AM"
"680","Investigation Opened","6/1/2021 5:26:40 AM"
"681","Court Hearing","3/30/2023 8:26:40 AM"
"682","Resolution Closed","4/17/2024 2:26:40 PM"
"683","Citizen Birth","6/14/2020 1:26:40 PM"
"684","NIDA Issued","5/22/2026 11:26:40 PM"
"685","License Issued","11/19/2020 5:26:40 PM"
"686","Vehicle Purchase","1/29/2025 6:26:40 PM"
"687","Insurance Activated","12/14/2020 7:26:40 AM"
"688","Fine Issued","3/12/2023 10:26:40 AM"
"689","Payment Attempted","4/5/2024 9:26:40 AM"
"690","Accident Logged","8/18/2017 6:26:40 PM"
"691","Investigation Opened","10/4/2020 10:26:40 AM"
"692","Court Hearing","10/17/2022 2:26:40 AM"
"693","Resolution Closed","12/30/2018 2:26:40 PM"
"694","Citizen Birth","9/30/2021 3:26:40 AM"
"695","NIDA Issued","10/5/2018 6:26:40 AM"
"696","License Issued","7/11/2021 12:26:40 PM"
"697","Vehicle Purchase","11/15/2025 12:26:40 PM"
"698","Insurance Activated","4/26/2020 4:26:40 AM"
"699","Fine Issued","1/28/2017 12:26:40 AM"
"700","Payment Attempted","2/22/2020 2:26:40 AM"
"701","Accident Logged","6/28/2017 1:26:40 PM"
"702","Investigation Opened","8/29/2018 8:26:40 PM"
"703","Court Hearing","3/6/2019 12:26:40 PM"
"704","Resolution Closed","6/29/2026 1:26:40 AM"
"705","Citizen Birth","10/17/2024 11:26:40 AM"
"706","NIDA Issued","10/18/2019 10:26:40 PM"
"707","License Issued","5/9/2022 11:26:40 AM"
"708","Vehicle Purchase","1/2/2021 11:26:40 PM"
"709","Insurance Activated","12/3/2019 10:26:40 AM"
"710","Fine Issued","5/4/2026 1:26:40 PM"
"711","Payment Attempted","2/25/2023 2:26:40 PM"
"712","Accident Logged","7/20/2020 9:26:40 PM"
"713","Investigation Opened","3/23/2025 2:26:40 AM"
"714","Court Hearing","1/25/2021 4:26:40 PM"
"715","Resolution Closed","2/22/2022 5:26:40 AM"
"716","Citizen Birth","8/27/2016 12:26:40 PM"
"717","NIDA Issued","4/9/2023 5:26:40 PM"
"718","License Issued","8/1/2019 2:26:40 PM"
"719","Vehicle Purchase","3/30/2025 12:26:40 PM"
"720","Insurance Activated","2/3/2021 11:26:40 AM"
"721","Fine Issued","9/22/2018 4:26:40 AM"
"722","Payment Attempted","11/11/2025 11:26:40 AM"
"723","Accident Logged","5/4/2022 7:26:40 AM"
"724","Investigation Opened","1/2/2022 5:26:40 AM"
"725","Court Hearing","5/17/2023 3:26:40 AM"
"726","Resolution Closed","4/6/2021 8:26:40 AM"
"727","Citizen Birth","3/4/2023 1:26:40 PM"
"728","NIDA Issued","4/12/2017 5:26:40 AM"
"729","License Issued","5/18/2024 1:26:40 AM"
"730","Vehicle Purchase","10/21/2022 9:26:40 PM"
"731","Insurance Activated","7/11/2023 1:26:40 AM"
"732","Fine Issued","12/15/2017 8:26:40 AM"
"733","Payment Attempted","9/4/2017 1:26:40 PM"
"734","Accident Logged","4/18/2025 1:26:40 PM"
"735","Investigation Opened","5/18/2024 2:26:40 PM"
"736","Court Hearing","9/14/2023 1:26:40 PM"
"737","Resolution Closed","7/21/2022 6:26:40 AM"
"738","Citizen Birth","2/19/2026 5:26:40 AM"
"739","NIDA Issued","6/24/2019 4:26:40 PM"
"740","License Issued","1/13/2026 7:26:40 AM"
"741","Vehicle Purchase","5/4/2018 11:26:40 PM"
"742","Insurance Activated","10/25/2022 3:26:40 AM"
"743","Fine Issued","5/16/2020 9:26:40 AM"
"744","Payment Attempted","3/11/2021 8:26:40 PM"
"745","Accident Logged","7/18/2019 7:26:40 PM"
"746","Investigation Opened","1/25/2021 1:26:40 PM"
"747","Court Hearing","7/29/2021 7:26:40 AM"
"748","Resolution Closed","6/30/2020 9:26:40 PM"
"749","Citizen Birth","4/26/2023 8:26:40 AM"
"750","NIDA Issued","5/15/2026 6:26:40 PM"
"751","License Issued","4/11/2017 5:26:40 PM"
"752","Vehicle Purchase","2/25/2017 8:26:40 PM"
"753","Insurance Activated","4/12/2017 3:26:40 PM"
"754","Fine Issued","6/30/2020 3:26:40 AM"
"755","Payment Attempted","10/7/2018 2:26:40 PM"
"756","Accident Logged","4/13/2022 8:26:40 PM"
"757","Investigation Opened","11/14/2023 1:26:40 AM"
"758","Court Hearing","2/11/2020 11:26:40 AM"
"759","Resolution Closed","2/9/2017 5:26:40 PM"
"760","Citizen Birth","5/29/2022 11:26:40 AM"
"761","NIDA Issued","11/8/2023 6:26:40 PM"
"762","License Issued","8/9/2025 5:26:40 PM"
"763","Vehicle Purchase","2/8/2024 9:26:40 PM"
"764","Insurance Activated","8/3/2023 1:26:40 AM"
"765","Fine Issued","6/10/2021 7:26:40 PM"
"766","Payment Attempted","3/11/2018 4:26:40 PM"
"767","Accident Logged","10/1/2019 10:26:40 PM"
"768","Investigation Opened","12/29/2024 5:26:40 AM"
"769","Court Hearing","1/1/2022 12:26:40 PM"
"770","Resolution Closed","7/3/2023 11:26:40 AM"
"771","Citizen Birth","9/25/2022 1:26:40 AM"
"772","NIDA Issued","3/23/2019 10:26:40 AM"
"773","License Issued","2/25/2025 8:26:40 AM"
"774","Vehicle Purchase","2/3/2021 4:26:40 AM"
"775","Insurance Activated","2/21/2022 4:26:40 PM"
"776","Fine Issued","4/22/2021 4:26:40 PM"
"777","Payment Attempted","4/18/2020 6:26:40 AM"
"778","Accident Logged","1/19/2023 1:26:40 AM"
"779","Investigation Opened","11/10/2020 2:26:40 AM"
"780","Court Hearing","9/15/2023 10:26:40 PM"
"781","Resolution Closed","2/17/2022 2:26:40 AM"
"782","Citizen Birth","5/31/2019 4:26:40 AM"
"783","NIDA Issued","3/13/2017 2:26:40 PM"
"784","License Issued","2/15/2018 12:26:40 PM"
"785","Vehicle Purchase","2/25/2025 9:26:40 PM"
"786","Insurance Activated","12/25/2021 6:26:40 AM"
"787","Fine Issued","4/13/2023 8:26:40 PM"
"788","Payment Attempted","5/1/2021 10:26:40 AM"
"789","Accident Logged","9/15/2017 5:26:40 AM"
"790","Investigation Opened","5/29/2021 3:26:40 AM"
"791","Court Hearing","4/10/2017 6:26:40 AM"
"792","Resolution Closed","10/7/2017 1:26:40 PM"
"793","Citizen Birth","1/11/2026 5:26:40 AM"
"794","NIDA Issued","2/4/2026 7:26:40 PM"
"795","License Issued","9/9/2025 12:26:40 PM"
"796","Vehicle Purchase","8/19/2020 5:26:40 AM"
"797","Insurance Activated","11/27/2020 12:26:40 PM"
"798","Fine Issued","2/22/2022 6:26:40 AM"
"799","Payment Attempted","7/19/2020 8:26:40 PM"
"800","Accident Logged","7/31/2016 11:26:40 PM"
"801","Investigation Opened","9/7/2024 3:26:40 PM"
"802","Court Hearing","11/15/2025 10:26:40 AM"
"803","Resolution Closed","2/22/2024 10:26:40 PM"
"804","Citizen Birth","11/11/2022 6:26:40 AM"
"805","NIDA Issued","8/4/2020 11:26:40 PM"
"806","License Issued","4/5/2022 11:26:40 PM"
"807","Vehicle Purchase","10/21/2018 7:26:40 AM"
"808","Insurance Activated","4/7/2021 12:26:40 AM"
"809","Fine Issued","6/8/2022 11:26:40 AM"
"810","Payment Attempted","1/3/2025 1:26:40 PM"
"811","Accident Logged","6/1/2019 2:26:40 AM"
"812","Investigation Opened","1/19/2019 1:26:40 AM"
"813","Court Hearing","8/13/2017 2:26:40 AM"
"814","Resolution Closed","3/15/2021 9:26:40 PM"
"815","Citizen Birth","8/10/2025 10:26:40 PM"
"816","NIDA Issued","12/20/2022 12:26:40 AM"
"817","License Issued","11/14/2024 5:26:40 AM"
"818","Vehicle Purchase","3/22/2026 3:26:40 AM"
"819","Insurance Activated","4/15/2026 10:26:40 AM"
"820","Fine Issued","10/13/2020 6:26:40 PM"
"821","Payment Attempted","10/21/2018 10:26:40 AM"
"822","Accident Logged","11/6/2016 4:26:40 PM"
"823","Investigation Opened","5/22/2022 4:26:40 AM"
"824","Court Hearing","8/11/2022 9:26:40 PM"
"825","Resolution Closed","4/30/2023 6:26:40 AM"
"826","Citizen Birth","9/18/2019 4:26:40 PM"
"827","NIDA Issued","10/14/2022 4:26:40 AM"
"828","License Issued","11/6/2019 11:26:40 AM"
"829","Vehicle Purchase","12/3/2016 2:26:40 PM"
"830","Insurance Activated","11/25/2025 10:26:40 AM"
"831","Fine Issued","8/12/2017 11:26:40 AM"
"832","Payment Attempted","7/19/2016 4:26:40 AM"
"833","Accident Logged","3/8/2026 7:26:40 AM"
"834","Investigation Opened","2/24/2024 5:26:40 PM"
"835","Court Hearing","3/10/2026 1:26:40 AM"
"836","Resolution Closed","4/15/2023 9:26:40 PM"
"837","Citizen Birth","4/24/2023 8:26:40 PM"
"838","NIDA Issued","5/5/2026 2:26:40 PM"
"839","License Issued","6/16/2023 7:26:40 AM"
"840","Vehicle Purchase","9/28/2017 4:26:40 PM"
"841","Insurance Activated","7/31/2017 8:26:40 AM"
"842","Fine Issued","12/26/2024 8:26:40 AM"
"843","Payment Attempted","2/2/2019 5:26:40 PM"
"844","Accident Logged","9/27/2016 9:26:40 AM"
"845","Investigation Opened","12/1/2021 6:26:40 AM"
"846","Court Hearing","12/31/2023 2:26:40 AM"
"847","Resolution Closed","12/18/2017 5:26:40 PM"
"848","Citizen Birth","3/23/2019 11:26:40 AM"
"849","NIDA Issued","1/7/2017 1:26:40 PM"
"850","License Issued","12/24/2019 12:26:40 AM"
"851","Vehicle Purchase","1/28/2017 2:26:40 PM"
"852","Insurance Activated","12/2/2021 8:26:40 AM"
"853","Fine Issued","11/23/2018 4:26:40 AM"
"854","Payment Attempted","10/3/2022 12:26:40 PM"
"855","Accident Logged","9/11/2024 11:26:40 AM"
"856","Investigation Opened","7/19/2020 11:26:40 AM"
"857","Court Hearing","8/20/2017 12:26:40 AM"
"858","Resolution Closed","12/30/2025 12:26:40 PM"
"859","Citizen Birth","3/7/2019 9:26:40 AM"
"860","NIDA Issued","4/26/2022 11:26:40 PM"
"861","License Issued","8/13/2025 2:26:40 AM"
"862","Vehicle Purchase","9/25/2024 11:26:40 AM"
"863","Insurance Activated","12/18/2025 7:26:40 AM"
"864","Fine Issued","3/23/2020 4:26:40 PM"
"865","Payment Attempted","7/29/2018 5:26:40 AM"
"866","Accident Logged","6/15/2018 8:26:40 PM"
"867","Investigation Opened","7/12/2022 8:26:40 PM"
"868","Court Hearing","12/7/2018 5:26:40 AM"
"869","Resolution Closed","10/16/2020 5:26:40 AM"
"870","Citizen Birth","2/27/2024 7:26:40 PM"
"871","NIDA Issued","10/6/2023 5:26:40 AM"
"872","License Issued","9/28/2018 7:26:40 PM"
"873","Vehicle Purchase","4/17/2021 12:26:40 AM"
"874","Insurance Activated","11/27/2022 8:26:40 PM"
"875","Fine Issued","10/27/2020 11:26:40 AM"
"876","Payment Attempted","1/26/2025 10:26:40 AM"
"877","Accident Logged","9/28/2022 2:26:40 AM"
"878","Investigation Opened","1/11/2024 4:26:40 PM"
"879","Court Hearing","11/1/2020 7:26:40 PM"
"880","Resolution Closed","1/8/2017 4:26:40 PM"
"881","Citizen Birth","12/1/2020 4:26:40 PM"
"882","NIDA Issued","1/13/2026 7:26:40 AM"
"883","License Issued","7/17/2025 6:26:40 AM"
"884","Vehicle Purchase","7/4/2021 12:26:40 AM"
"885","Insurance Activated","8/2/2020 11:26:40 AM"
"886","Fine Issued","9/23/2023 6:26:40 PM"
"887","Payment Attempted","12/14/2018 12:26:40 PM"
"888","Accident Logged","7/8/2025 9:26:40 AM"
"889","Investigation Opened","8/2/2021 5:26:40 PM"
"890","Court Hearing","9/5/2022 4:26:40 PM"
"891","Resolution Closed","6/18/2019 5:26:40 AM"
"892","Citizen Birth","4/12/2025 10:26:40 AM"
"893","NIDA Issued","8/20/2016 12:26:40 PM"
"894","License Issued","4/10/2025 6:26:40 AM"
"895","Vehicle Purchase","9/4/2023 6:26:40 AM"
"896","Insurance Activated","10/12/2020 8:26:40 AM"
"897","Fine Issued","8/6/2024 7:26:40 PM"
"898","Payment Attempted","8/24/2016 6:26:40 PM"
"899","Accident Logged","9/14/2025 3:26:40 PM"
"900","Investigation Opened","12/29/2021 10:26:40 PM"
"901","Court Hearing","1/28/2018 8:26:40 AM"
"902","Resolution Closed","6/24/2017 5:26:40 PM"
"903","Citizen Birth","8/4/2020 7:26:40 PM"
"904","NIDA Issued","7/27/2024 8:26:40 PM"
"905","License Issued","10/14/2024 1:26:40 AM"
"906","Vehicle Purchase","10/10/2024 10:26:40 AM"
"907","Insurance Activated","11/20/2024 3:26:40 AM"
"908","Fine Issued","9/6/2016 10:26:40 PM"
"909","Payment Attempted","12/26/2020 5:26:40 AM"
"910","Accident Logged","12/21/2025 3:26:40 AM"
"911","Investigation Opened","11/16/2016 11:26:40 PM"
"912","Court Hearing","11/11/2025 8:26:40 PM"
"913","Resolution Closed","3/23/2023 2:26:40 AM"
"914","Citizen Birth","7/29/2022 3:26:40 AM"
"915","NIDA Issued","9/24/2017 8:26:40 PM"
"916","License Issued","10/13/2017 2:26:40 PM"
"917","Vehicle Purchase","10/25/2024 10:26:40 AM"
"918","Insurance Activated","12/6/2017 4:26:40 PM"
"919","Fine Issued","4/19/2024 9:26:40 PM"
"920","Payment Attempted","4/11/2023 10:26:40 PM"
"921","Accident Logged","12/22/2019 6:26:40 PM"
"922","Investigation Opened","1/20/2017 9:26:40 AM"
"923","Court Hearing","5/28/2017 5:26:40 PM"
"924","Resolution Closed","12/15/2017 10:26:40 AM"
"925","Citizen Birth","12/15/2020 7:26:40 PM"
"926","NIDA Issued","2/14/2026 10:26:40 AM"
"927","License Issued","10/12/2019 4:26:40 AM"
"928","Vehicle Purchase","11/18/2021 9:26:40 PM"
"929","Insurance Activated","2/14/2017 11:26:40 PM"
"930","Fine Issued","3/21/2023 12:26:40 AM"
"931","Payment Attempted","12/9/2024 9:26:40 AM"
"932","Accident Logged","4/3/2020 4:26:40 PM"
"933","Investigation Opened","5/19/2022 11:26:40 PM"
"934","Court Hearing","10/27/2018 3:26:40 AM"
"935","Resolution Closed","9/15/2022 2:26:40 AM"
"936","Citizen Birth","6/15/2024 6:26:40 AM"
"937","NIDA Issued","7/6/2018 6:26:40 PM"
"938","License Issued","8/23/2020 12:26:40 AM"
"939","Vehicle Purchase","3/27/2022 7:26:40 AM"
"940","Insurance Activated","8/14/2020 4:26:40 PM"
"941","Fine Issued","7/20/2022 10:26:40 PM"
"942","Payment Attempted","12/24/2019 1:26:40 AM"
"943","Accident Logged","11/25/2021 10:26:40 AM"
"944","Investigation Opened","9/3/2025 9:26:40 AM"
"945","Court Hearing","8/27/2021 11:26:40 PM"
"946","Resolution Closed","12/21/2018 1:26:40 PM"
"947","Citizen Birth","3/29/2025 9:26:40 AM"
"948","NIDA Issued","10/16/2023 4:26:40 PM"
"949","License Issued","8/28/2016 2:26:40 AM"
"950","Vehicle Purchase","10/1/2020 8:26:40 PM"
"951","Insurance Activated","12/11/2017 5:26:40 PM"
"952","Fine Issued","11/18/2020 2:26:40 AM"
"953","Payment Attempted","1/17/2023 10:26:40 AM"
